;AGREEMENT_RK;TARGET;AGE;SOCSTATUS_WORK_FL;SOCSTATUS_PENS_FL;GENDER;CHILD_TOTAL;DEPENDANTS;PERSONAL_INCOME;LOAN_NUM_TOTAL;LOAN_NUM_CLOSED
2527;62248474;0;38;1;0;1;1;1;8000;2;0
2528;66841262;0;53;1;0;1;0;0;12000;3;1
2529;66741578;0;56;0;1;1;0;0;8000;1;1
2530;67429138;0;36;1;0;0;1;2;20000;2;1
2531;64345856;0;21;1;0;0;0;0;10000;1;0
2532;65415921;0;26;1;0;1;1;1;7000;2;1
2533;63007733;1;25;1;0;0;0;0;20000;1;0
2534;73827263;0;62;1;1;1;1;0;15000;2;1
2535;62138865;0;49;1;0;0;3;0;12000;1;0
2536;60104436;0;32;1;0;1;1;1;10000;1;0
2537;63921331;0;23;1;0;1;0;0;5000;1;0
2538;66756963;0;45;1;0;0;4;1;25000;2;0
2540;61521365;0;45;1;0;1;2;2;5000;1;0
2541;62146432;1;49;1;0;0;0;0;48000;1;0
2542;66900960;0;44;1;0;0;0;0;40000;1;0
2543;74636740;0;33;1;0;1;0;0;9000;3;1
2544;62372095;0;25;1;0;0;1;1;17000;1;0
2545;62140594;0;52;0;1;1;0;0;8000;1;0
2546;61962841;1;36;1;0;1;1;1;10000;1;1
2547;61107824;0;34;1;0;1;1;1;9000;1;0
2548;67325974;0;28;1;0;0;1;1;14000;1;0
2549;72271890;0;48;0;1;1;0;0;10000;1;0
2550;62086855;0;57;1;0;1;0;0;25000;1;0
2551;63918243;0;46;1;0;1;1;0;20000;1;0
2552;75281200;0;30;1;0;1;2;2;8000;1;0
2553;62234138;0;48;1;0;1;2;0;11000;1;0
2554;65250948;0;29;1;0;1;1;1;8000;1;1
2555;75206449;0;58;1;0;0;0;0;12000;1;1
2556;62259755;0;26;1;0;0;0;0;25000;1;0
2557;61047444;0;34;1;0;1;1;1;6000;1;1
2558;74168980;0;57;0;1;1;1;0;7000;4;0
2559;62434804;1;37;1;0;0;2;2;42500;1;0
2560;62074461;0;47;1;0;1;1;0;5000;1;0
2561;74460996;0;53;1;0;1;1;1;8900;4;1
2562;67410383;0;24;1;0;1;1;1;10000;1;0
2563;75000579;0;24;1;0;1;0;0;15000;1;1
2564;64593089;0;65;0;1;0;0;0;5600;1;1
2565;61358155;0;53;1;0;0;2;0;250000;1;0
2566;67072521;0;51;0;1;1;2;0;8500;1;1
2567;60108601;0;50;1;0;1;0;0;8100;1;0
2568;67320839;0;53;1;0;0;3;0;17000;1;0
2569;75286543;0;58;0;1;0;1;0;5000;2;0
2570;74960630;0;51;0;1;0;0;0;8600;1;1
2571;65390066;0;40;1;0;1;2;2;20000;3;0
2572;61964706;0;52;1;0;0;0;0;2000;1;0
2573;61116750;0;33;1;0;1;2;2;7000;1;1
2574;66849148;0;37;1;0;0;3;3;20000;3;1
2575;61128460;0;44;1;0;1;1;0;4300;1;1
2576;61121292;0;40;1;0;1;2;2;5300;1;0
2577;66701664;0;52;1;0;1;0;0;7000;2;1
2578;75200984;0;32;1;0;1;1;1;8000;3;1
2579;62609713;0;55;1;0;0;2;0;15000;1;0
2580;61162963;0;42;1;0;0;3;2;12000;1;0
2581;62242215;0;53;1;0;1;1;0;8000;2;0
2582;75069483;0;26;1;0;0;0;0;20000;1;1
2583;62374564;1;30;1;0;1;2;2;14000;1;0
2584;63917011;0;57;0;1;1;0;0;9500;1;0
2585;65218266;0;64;0;1;0;2;0;6000;1;0
2586;62951718;0;56;1;0;1;0;0;15000;1;1
2589;64559281;0;37;1;0;1;2;2;35000;1;0
2590;67531087;0;38;1;0;0;1;1;24000;2;0
2591;62390657;0;55;0;1;1;0;0;6000;1;0
2592;67204349;0;46;1;0;0;0;0;14000;1;1
2593;63289419;1;30;1;0;1;2;2;18000;3;1
2594;67067651;0;33;1;0;0;1;1;25000;2;1
2595;66673949;0;41;1;0;1;1;1;5000;2;1
2596;74528705;0;27;1;0;0;0;0;13000;2;1
2597;61360760;0;49;1;0;1;2;0;10000;1;0
2598;60472691;1;24;1;0;1;0;0;12000;2;1
2599;61254195;1;31;1;0;1;1;1;19000;1;0
2600;64904719;1;42;1;0;1;0;0;6500;1;0
2601;72296106;0;61;0;1;0;2;0;9000;1;0
2602;66715063;0;48;1;0;1;0;0;7000;1;1
2603;62447506;0;31;1;0;0;2;2;19000;1;1
2604;74527213;0;33;1;0;0;1;1;30000;1;1
2605;65414132;0;25;1;0;1;1;1;22000;1;1
2606;66761026;0;34;1;0;1;2;2;5000;1;1
2607;63320064;0;49;1;0;0;1;0;9800;1;0
2608;75202948;1;30;1;0;1;1;1;5000;1;0
2609;61922239;0;52;1;0;1;0;0;6000;1;1
2610;67222424;0;52;1;0;1;1;0;13000;3;1
2611;75291923;0;22;1;0;1;1;1;6000;1;0
2612;61413597;0;59;1;0;1;1;0;25000;1;0
2613;63998829;0;64;0;1;0;0;0;8300;1;0
2614;62486816;0;48;1;0;1;2;0;9000;1;1
2615;61422914;0;59;1;1;1;2;0;9000;3;1
2617;62428427;1;30;1;0;1;0;0;27000;1;0
2618;66854986;0;37;0;1;1;0;0;4000;3;1
2619;74038082;0;43;1;0;1;1;1;7000;1;0
2620;66657980;0;58;1;1;1;0;0;6000;4;1
2621;63326133;0;32;1;0;1;2;0;10000;1;0
2622;59939725;0;27;1;0;0;1;1;7000;1;1
2623;62035947;0;61;0;1;1;2;0;7000;1;0
2624;61466439;0;53;1;0;1;0;0;11000;1;0
2625;61290871;0;32;1;0;1;1;0;10000;1;0
2626;62446815;0;25;1;0;0;0;0;8000;1;0
2628;61306150;0;53;1;0;0;0;0;7800;1;0
2630;73822367;0;23;1;0;0;0;0;13000;1;0
2632;67215132;0;44;1;0;1;0;0;9000;1;0
2633;62999342;0;44;1;0;1;1;0;12500;1;0
2634;67418390;0;38;1;0;1;1;1;9000;2;1
2635;64906833;0;57;1;0;0;3;0;12000;1;0
2637;74527156;0;39;1;0;1;3;2;5000;1;1
2638;67419192;0;51;1;0;1;1;0;10000;2;0
2639;60472931;0;62;0;1;1;2;0;7000;1;1
2640;74535307;0;56;1;1;1;0;0;15000;3;0
2641;74517164;0;22;1;0;1;0;0;12000;2;1
2642;61421255;0;50;1;0;1;0;0;10000;1;1
2643;61103801;0;34;1;0;0;3;3;45000;1;1
2644;63633905;1;23;1;0;0;0;0;13500;1;1
2645;62807939;0;41;1;0;1;2;2;23000;1;0
2646;66074327;0;24;1;0;1;0;0;10000;1;1
2647;60401987;0;35;1;0;1;2;2;8000;1;0
2648;75279520;0;23;1;0;1;0;0;5000;1;0
2649;62180678;0;39;1;0;0;1;1;20000;1;0
2650;63895023;0;36;1;0;1;2;2;18000;1;0
2651;72285617;0;23;1;0;1;2;2;7000;1;0
2652;67073097;0;51;1;0;1;2;0;8000;2;1
2653;74822864;0;32;1;0;1;2;2;15000;1;0
2654;64343561;1;28;1;0;0;0;0;15000;1;1
2655;74250745;0;39;1;0;1;1;1;4500;2;1
2656;62386478;0;37;1;0;1;0;0;9700;1;0
2657;73817114;0;35;1;0;1;0;0;12000;1;0
2658;62371855;0;64;0;1;0;2;2;8300;1;0
2659;67069886;0;63;1;1;1;1;0;14000;2;1
2660;67232998;0;50;1;0;1;2;0;15000;4;1
2661;67169901;0;38;1;0;0;1;2;14000;8;1
2662;62233888;0;47;1;0;1;0;0;8000;1;0
2663;63985696;0;27;1;0;1;1;2;12000;1;1
2664;62077844;0;37;1;0;0;1;1;10000;1;0
2666;65420101;1;23;1;0;1;0;0;15000;1;1
2668;65502042;0;25;1;0;1;0;0;11000;1;1
2670;59925320;0;29;1;0;0;1;1;20000;1;1
2671;64457727;0;27;1;0;0;1;2;25000;1;0
2672;59968922;0;50;1;0;0;0;0;15000;1;0
2675;60060628;0;44;1;0;0;2;1;15000;1;0
2676;62263947;0;58;1;0;1;0;0;12000;2;0
2677;61467324;0;41;1;0;1;0;0;32000;1;0
2678;61449957;0;33;1;0;1;1;1;6000;1;0
2679;62997116;0;41;1;0;0;2;0;15600;1;0
2680;59915302;0;38;1;0;0;4;4;15000;1;1
2681;64849037;0;38;1;0;0;1;1;25000;1;0
2683;62019069;0;37;1;0;1;1;1;10700;1;0
2684;63902366;1;41;1;0;1;2;2;7000;1;0
2685;74466131;1;49;1;0;1;1;1;15000;1;0
2686;61228321;0;29;1;0;0;1;1;25000;1;0
2687;74487274;0;49;1;0;1;2;1;7000;2;1
2688;66828724;0;25;1;0;0;0;0;8300;2;1
2689;65400817;0;24;1;0;1;0;0;5000;1;1
2690;67066967;1;32;1;0;1;1;1;16000;1;1
2691;63814550;1;47;1;0;1;1;0;25000;2;1
2692;63316898;1;39;1;0;1;0;0;20000;1;0
2693;61158512;0;36;1;0;0;0;0;10000;1;1
2694;61377881;0;25;1;0;0;1;1;17000;1;0
2695;62617101;0;47;1;0;1;2;0;7000;1;0
2696;60393168;0;34;1;0;0;0;0;17000;1;0
2697;74952216;0;44;1;0;1;0;0;6500;2;1
2698;62941112;0;55;1;1;0;1;0;14000;1;0
2699;74841154;1;22;1;0;1;0;0;15000;1;0
2700;62373727;0;65;0;1;1;0;0;5000;1;0
2701;64890275;0;50;1;0;1;0;0;15000;1;0
2702;64848896;0;35;1;0;1;0;0;9000;1;1
2704;61931191;0;41;1;0;1;1;1;15000;2;1
2705;73836623;0;23;1;0;1;0;0;12000;1;0
2706;67309718;0;33;1;0;1;1;1;8000;2;0
2707;61237613;0;29;1;0;0;0;0;23000;1;0
2708;73832944;0;56;0;1;1;1;0;8000;2;1
2709;62238445;1;28;1;0;0;2;2;15000;1;0
2710;62243724;1;34;1;0;1;3;3;6300;2;0
2711;60048317;0;42;1;0;0;1;1;12000;1;0
2712;74172010;0;60;0;1;1;4;0;6500;3;0
2715;67420583;0;26;1;0;1;0;0;15000;1;0
2716;72279435;1;24;1;0;1;0;0;15000;1;0
2717;60062046;0;23;1;0;0;0;0;23000;1;0
2718;66658224;0;25;1;0;1;0;0;6300;2;1
2719;66586961;0;32;1;0;1;2;2;6000;2;1
2720;59936804;0;60;1;0;0;0;0;11000;1;1
2721;60467304;0;58;1;1;1;2;0;9000;1;1
2724;74556506;0;29;1;0;0;2;2;12000;7;1
2725;64834324;1;50;1;0;1;2;0;6000;1;0
2726;62485098;0;29;1;0;1;1;1;8700;1;1
2727;61122977;0;52;1;0;0;0;0;12000;1;1
2728;61103317;0;28;1;0;0;0;0;50000;1;0
2729;67155202;0;31;1;0;0;1;1;10000;2;1
2730;75074407;0;43;1;0;1;2;2;23000;1;0
2731;66431049;1;29;1;0;1;1;1;15500;4;1
2732;61918335;0;38;1;0;1;1;1;38000;2;1
2733;62936078;0;41;1;0;1;1;1;10000;1;0
2734;61843372;0;52;1;0;1;0;0;7000;1;0
2735;64439743;0;29;1;0;0;1;1;20000;1;0
2736;74655679;1;34;1;0;1;2;2;12000;1;1
2737;62438740;0;51;1;0;1;0;0;10000;1;0
2738;60045495;0;30;1;0;1;1;1;20000;1;1
2739;66413794;0;60;1;0;1;0;0;11000;2;1
2740;66773509;0;26;1;0;0;2;2;11000;3;0
2741;60101775;0;42;1;0;1;3;1;4300;1;0
2742;67090896;0;49;1;0;0;2;0;15000;2;1
2743;67440016;0;34;1;0;1;1;1;10000;3;1
2744;60104219;0;56;1;1;1;2;0;8500;1;0
2745;65204876;1;27;1;0;1;0;0;20000;1;0
2747;65243617;0;55;1;1;1;2;0;7000;1;1
2748;61082097;0;37;1;0;1;2;2;15000;1;1
2749;61919258;0;41;1;0;0;1;1;20000;1;1
2750;67021728;0;47;1;0;1;2;0;8000;2;1
2751;67423380;0;41;0;1;1;1;0;8500;1;0
2752;66762250;0;59;1;0;1;0;0;9000;1;1
2753;61289852;0;28;1;0;0;0;0;6000;1;0
2754;62505894;0;28;1;0;0;1;1;10000;1;1
2755;65489718;0;41;1;0;1;1;1;8000;3;1
2756;64425217;0;61;0;1;1;0;0;9000;1;0
2757;61531728;0;45;1;0;0;1;0;25000;1;1
2758;65238772;0;26;1;0;1;0;0;8200;1;1
2759;67022919;1;24;1;0;1;1;1;20000;1;1
2760;62447156;0;40;1;0;1;0;0;15000;1;1
2761;61071582;0;38;1;0;0;0;0;35000;1;1
2762;67154842;0;31;1;0;1;2;2;10000;1;1
2763;63910272;0;55;1;0;1;2;0;9000;1;0
2765;67314299;0;38;1;0;0;1;1;50000;1;0
2766;63981204;0;26;1;0;1;0;0;15000;2;1
2767;74820736;0;30;1;0;1;1;1;25000;2;1
2768;66909988;0;27;1;0;1;2;2;4700;1;0
2769;74171377;0;57;0;1;1;0;0;7000;2;1
2771;60401637;0;48;1;0;0;3;1;25000;1;0
2772;64903026;1;47;1;0;1;0;0;20000;1;0
2773;66905710;0;30;1;0;1;1;1;20000;1;1
2774;67444893;0;27;1;0;0;1;1;17000;1;0
2775;64913063;0;51;1;1;1;0;0;17000;1;0
2776;62168826;0;55;1;0;0;2;0;4500;1;0
2777;65234578;0;41;1;0;1;1;0;10000;1;0
2778;74844300;0;40;1;0;0;1;1;14000;1;0
2779;61167371;0;35;1;0;1;0;0;19500;1;0
2780;60465696;0;29;1;0;1;0;0;22000;1;1
2781;66757450;0;32;1;0;1;1;1;6500;2;1
2782;72292242;1;28;1;0;1;0;0;6000;1;0
2783;72266926;0;46;0;1;0;2;1;18000;1;0
2784;64439436;0;44;1;0;1;0;0;8000;1;0
2785;66663641;0;45;1;0;1;1;0;6500;2;1
2786;72281523;0;27;1;0;0;1;1;30000;1;0
2788;61957262;0;29;1;0;0;2;2;11000;1;0
2789;64338395;0;39;1;0;1;2;2;20000;1;0
2790;66907685;0;32;1;0;0;2;2;8000;2;1
2791;66774835;1;35;1;0;1;1;1;10000;2;1
2792;61167070;0;58;1;1;1;2;0;14000;1;0
2793;61297769;0;65;1;0;1;1;0;21000;1;0
2794;60452470;1;41;1;0;1;0;0;20000;1;0
2795;63086147;0;32;1;0;1;1;1;5000;1;0
2796;61440024;0;32;1;0;1;2;2;4000;2;0
2798;61840734;0;53;1;0;1;2;0;9000;1;0
2799;64907198;0;29;1;0;0;1;1;15000;1;0
2800;62436408;1;37;1;0;0;1;1;20000;1;0
2801;64595044;0;57;1;1;1;1;0;25000;1;1
2802;60052295;0;60;0;1;1;0;0;6300;1;0
2803;59914562;0;27;1;0;1;0;0;12500;1;1
2804;61372321;1;61;0;1;1;3;0;4500;2;0
2805;64568536;0;56;0;1;1;0;0;10000;1;0
2806;62258082;0;31;1;0;1;1;1;7600;2;0
2807;60457810;0;42;1;0;1;1;1;10000;1;0
2809;66741179;0;35;1;0;1;2;2;5000;3;0
2810;63589156;0;27;1;0;1;1;1;10000;1;0
2811;67533566;1;33;1;0;0;2;2;23000;2;0
2812;63902861;0;47;1;0;1;0;0;7000;1;0
2813;61369696;0;27;1;0;1;0;0;30000;1;1
2814;74478339;0;54;1;0;1;1;0;18000;5;1
2815;67541699;1;31;1;0;0;0;0;25000;1;0
2816;61362344;0;38;1;0;1;2;2;18000;1;1
2818;64830914;0;39;1;0;0;1;1;15000;1;1
2819;64569399;0;38;1;0;1;1;1;7000;1;0
2820;61315277;1;37;1;0;0;1;1;15000;1;1
2821;73838088;0;47;1;0;1;1;0;9000;1;0
2822;60465255;1;22;1;0;0;0;0;12000;1;1
2823;66977591;0;37;1;0;0;0;0;12000;1;0
2824;66671163;1;35;1;0;1;2;2;10500;2;1
2825;66667281;0;39;1;0;1;2;2;6400;2;1
2826;66404328;0;33;1;0;1;2;2;6000;2;1
2827;63982943;0;30;1;0;0;1;1;20000;1;0
2828;67085336;0;60;1;1;1;1;0;15000;3;1
2829;62482041;0;36;1;0;1;1;1;18000;1;1
2830;62497405;1;31;1;0;1;2;2;12000;1;1
2831;64467236;0;51;1;0;1;0;0;12000;1;0
2832;60461928;0;28;1;0;1;1;0;7000;1;0
2834;61958911;1;56;0;1;1;6;0;5000;2;0
2835;63997181;1;32;1;0;0;1;1;35000;1;1
2836;60456409;0;29;1;0;0;1;1;12000;1;0
2837;62629201;0;35;1;0;1;2;2;10000;1;0
2838;61297128;0;42;1;0;0;2;2;8000;1;0
2839;65395526;0;25;1;0;1;0;0;15000;1;1
2840;65420755;0;26;1;0;1;0;0;16000;1;1
2841;60087605;0;25;1;0;0;1;1;19500;1;0
2842;74275001;1;38;1;0;1;1;0;34000;1;0
2843;60035789;1;56;1;0;1;2;0;11000;1;0
2844;60115335;0;56;1;0;1;2;0;10000;1;0
2845;74528976;0;48;1;0;1;0;0;12000;2;0
2846;62799699;0;35;1;0;1;2;2;20000;1;0
2847;67146972;0;27;1;0;0;1;1;14000;3;1
2848;74652206;0;49;1;0;1;0;0;7500;1;1
2849;61373808;0;30;1;0;1;2;2;6000;1;0
2850;61524708;0;33;1;0;1;1;1;10000;1;0
2851;59974979;0;27;1;0;0;0;0;55000;1;1
2852;62369145;0;56;1;0;1;2;0;16000;1;0
2853;62140976;0;65;0;1;1;0;0;11000;1;0
2854;63097247;0;54;1;1;1;2;0;16000;1;0
2855;62436247;0;37;1;0;1;2;2;13000;1;1
2856;62504670;0;49;1;0;0;2;1;9000;1;1
2857;63921450;0;24;1;0;1;1;1;13000;1;0
2858;74039180;0;40;0;1;1;2;2;6000;1;0
2859;63315906;0;42;1;0;1;2;1;9000;1;0
2860;66918220;0;28;1;0;0;0;0;15000;3;0
2861;62626296;0;56;0;1;1;0;0;6000;1;0
2862;74830162;0;55;1;0;1;0;0;30000;1;0
2863;61541334;1;30;1;0;0;2;1;18000;1;0
2864;66333745;0;29;1;0;1;0;0;12000;3;1
2866;74021370;0;63;0;1;1;2;0;6000;2;1
2867;62628602;0;29;1;0;1;1;1;15000;1;0
2868;63321242;0;48;1;0;1;0;0;15000;1;1
2869;66915712;0;45;1;0;0;1;1;16000;2;1
2870;62033359;0;39;1;0;0;1;1;22000;1;0
2871;61163916;1;32;1;0;1;2;2;20000;1;0
2872;66537349;0;48;1;0;1;2;0;12000;2;1
2873;63103400;0;35;1;0;1;1;1;6600;1;0
2875;61364705;0;46;1;0;0;0;0;15000;1;1
2877;66748270;0;44;1;0;1;2;1;9000;3;1
2878;62603815;0;26;1;0;0;1;1;10000;1;0
2880;74983973;0;35;1;0;0;2;2;30000;1;1
2882;66324950;0;39;1;0;0;2;1;20000;1;1
2883;61916798;0;44;1;0;1;0;0;15000;2;0
2884;59933459;0;36;1;0;1;0;0;8000;2;1
2885;67216989;0;44;1;0;1;2;1;12000;4;1
2886;74999477;0;33;1;0;0;2;2;10000;3;0
2887;59923241;0;52;1;0;1;0;0;25000;1;1
2888;74987370;0;24;1;0;1;0;0;6000;2;0
2889;61154776;0;41;1;0;1;3;3;4000;1;0
2890;65216906;0;27;1;0;1;1;1;9700;1;0
2891;59976321;0;34;1;0;1;2;2;11000;1;0
2892;67011296;1;41;1;0;0;2;2;20000;2;1
2893;62617821;0;33;1;0;1;1;1;25000;1;0
2894;75271222;1;28;1;0;0;1;2;35000;1;0
2895;62940850;0;38;1;0;0;2;0;30000;1;0
2896;74532543;0;28;1;0;1;1;1;15000;3;1
2897;61108348;0;53;1;0;0;2;0;19000;1;1
2898;60382709;0;26;1;0;0;0;0;7000;1;0
2899;67332783;0;23;1;0;1;1;1;9700;1;0
2900;75025393;0;57;0;1;1;2;0;10000;2;0
2901;59920692;0;35;1;0;1;0;0;9000;1;1
2902;61924912;0;25;1;0;0;1;1;19000;2;1
2903;74655651;0;64;1;1;1;2;2;12000;2;1
2904;62036913;0;45;1;0;1;2;0;13000;1;0
2905;72295484;1;30;1;0;0;1;1;8500;1;0
2906;62091199;0;37;1;0;1;3;3;7000;1;0
2907;74026292;0;26;1;0;0;1;1;6000;2;1
2908;74653547;0;25;1;0;1;0;0;25000;3;1
2909;61299554;1;52;1;1;0;2;0;15000;1;0
2910;62075530;0;23;1;0;0;0;0;7000;1;0
2911;74959334;0;50;0;1;1;0;0;14000;2;0
2912;61525932;0;65;0;1;1;0;0;16000;1;0
2913;67542780;0;36;1;0;0;0;0;18000;1;0
2914;62379401;0;43;1;0;1;2;1;5000;1;0
2915;65247958;0;62;0;1;1;2;0;5500;2;1
2916;67324433;0;56;1;0;1;0;0;14000;1;0
2917;64844776;0;37;1;0;1;2;2;7000;1;0
2918;62597606;0;42;1;0;1;1;1;8000;1;0
2919;74558916;0;48;1;0;1;2;0;7000;1;1
2920;64551854;0;45;1;0;1;3;1;9000;1;0
2921;75284767;0;54;0;1;1;0;0;8000;1;0
2922;74994874;0;40;1;0;1;2;1;15000;3;0
2923;61162951;1;49;1;0;1;0;0;20000;1;0
2924;60085711;0;48;1;0;1;1;0;15000;1;0
2925;67233992;0;54;1;0;1;5;0;10000;1;0
2926;61101233;0;62;1;1;1;0;0;6500;1;1
2927;67330413;1;35;1;0;1;3;3;16000;1;0
2928;66530062;0;38;1;0;1;1;1;10000;2;1
2929;64906864;0;40;1;0;1;2;2;10000;1;0
2930;73833428;0;24;1;0;1;0;0;8000;1;0
2931;74487562;0;40;1;0;1;1;0;12000;1;1
2932;61527612;0;27;1;0;1;1;1;15000;1;0
2933;62034300;0;44;1;0;1;0;0;8000;1;0
2934;66772729;0;44;1;0;1;0;0;15000;5;1
2935;65407639;0;25;1;0;1;1;1;5000;1;1
2936;66977043;0;44;1;0;0;1;0;9500;2;1
2937;60093052;0;62;0;1;1;0;0;5000;1;0
2938;63087678;0;45;1;0;1;2;0;7000;1;0
2939;60061939;0;38;1;0;1;2;2;20000;1;0
2940;61935306;0;46;1;0;0;0;0;20000;1;1
2941;67144794;0;51;1;0;1;0;0;9000;2;1
2942;62015132;0;31;1;0;1;2;2;14000;1;0
2943;67173820;0;43;1;0;0;1;2;12000;2;1
2944;67528466;0;35;1;0;0;0;0;12000;1;0
2945;64551274;0;51;1;0;1;0;0;12000;1;0
2946;62608970;0;47;1;0;0;1;1;40000;1;1
2947;67166205;0;49;1;0;1;1;0;8000;2;1
2948;63593328;0;62;0;1;1;0;0;7000;1;1
2949;66926116;0;34;1;0;0;2;2;9500;2;1
2950;74830550;0;22;1;0;0;0;0;13500;1;0
2951;63993442;1;34;1;0;1;1;1;12000;1;0
2952;62430900;0;27;1;0;0;0;0;40000;1;0
2953;59937903;0;38;1;0;0;2;2;10000;1;1
2954;61251667;0;31;1;0;1;1;1;20000;1;0
2955;63987673;1;27;1;0;1;1;0;9000;2;1
2956;62505445;0;24;1;0;0;0;0;27000;1;1
2957;64567864;0;59;0;1;1;0;0;7500;2;0
2958;66922049;0;47;1;0;0;3;2;25000;2;1
2959;59913134;1;62;0;1;0;3;0;7000;1;1
2960;60056554;0;35;1;0;1;2;2;7000;1;1
2961;65257438;0;42;1;0;1;1;0;9000;1;1
2962;60395175;0;28;1;0;1;1;1;6000;1;0
2963;61835613;0;27;1;0;1;2;2;6500;1;0
2964;60099842;0;27;1;0;0;1;1;12000;1;0
2965;67096943;1;39;1;0;1;1;1;13000;3;1
2966;62435367;1;54;0;1;0;1;1;5800;1;0
2967;66427744;0;33;1;0;1;1;1;12000;2;1
2968;67174811;1;29;1;0;1;1;1;8000;3;1
2969;61936051;0;44;1;0;1;1;0;5000;1;1
2970;61963646;0;40;1;0;0;2;2;12500;1;1
2971;67067288;0;27;1;0;0;1;1;8000;5;0
2972;62095393;0;28;1;0;0;1;1;15000;1;0
2973;67163026;0;43;1;0;0;1;1;19000;2;1
2975;67410673;0;49;1;0;0;0;0;15000;1;0
2977;66843659;0;29;1;0;1;1;1;14000;2;1
2978;61310147;0;25;1;0;0;0;0;12000;1;0
2979;66188520;0;22;1;0;1;0;0;10000;1;1
2980;61379087;0;48;1;0;1;0;0;6000;2;0
2981;62234371;0;29;1;0;0;0;0;12000;1;0
2982;59931796;0;61;0;1;1;0;0;7000;1;1
2983;61359495;1;41;1;0;1;0;0;11000;1;0
2984;66891175;0;33;1;0;0;1;1;15000;2;1
2986;72268537;0;64;0;1;0;4;4;6800;3;1
2987;75024679;0;34;1;0;0;2;2;13000;2;1
2988;62947539;0;42;1;0;1;3;1;6500;1;1
2990;67218750;0;50;1;0;0;2;0;25000;1;0
2991;67411218;0;41;1;0;0;1;1;15000;1;0
2992;61453006;0;51;1;0;0;1;1;7000;2;1
2993;64439315;0;24;1;0;0;0;0;10000;1;0
2994;62594235;0;40;1;0;1;2;2;10000;1;1
2995;65419193;0;26;1;0;1;1;1;15000;1;1
2996;74011091;0;30;1;0;1;2;2;6000;2;0
2997;64883832;0;58;0;1;0;1;0;6100;1;0
2998;72298280;0;61;0;1;1;1;0;7000;1;0
2999;62593402;0;35;1;0;0;0;0;15000;1;0
3000;61058162;0;54;0;1;1;0;0;6000;1;1
3001;62377743;0;59;0;1;1;7;0;12000;1;1
3002;62080521;0;33;1;0;1;0;0;7000;1;0
3004;67315646;0;43;1;0;0;2;1;25000;1;0
3005;65395480;0;26;1;0;1;0;0;10000;1;1
3006;73839803;0;35;1;0;1;2;2;10000;2;1
3007;61439396;0;32;1;0;1;1;1;25000;1;0
3008;64443553;0;50;1;0;1;2;1;8000;1;0
3009;67310054;1;56;1;0;1;0;0;15000;1;0
3010;61114411;0;22;1;0;0;0;0;10000;1;0
3011;64553599;1;59;1;1;1;3;0;8000;1;0
3012;59913395;0;38;1;0;1;0;1;20000;2;0
3013;74487715;0;50;1;0;0;0;0;15000;2;1
3014;64596842;0;54;1;0;1;0;0;14000;1;1
3015;63904284;0;29;1;0;1;0;0;15000;1;0
3016;74662849;0;41;1;0;0;2;2;8000;2;1
3017;61240478;1;39;1;0;1;2;1;7000;1;0
3018;63314146;0;50;1;0;0;2;0;20000;1;0
3019;62379234;0;46;1;0;0;1;0;20000;1;0
3020;64891955;0;26;1;0;1;0;0;10000;1;0
3021;67315579;0;33;1;0;0;2;2;21000;2;0
3022;62127571;0;31;1;0;1;2;2;20000;1;0
3023;65490650;0;63;0;1;0;0;0;9000;1;1
3024;62508710;0;45;1;0;0;1;1;20000;1;1
3025;62601928;0;42;1;0;1;1;0;16000;2;1
3026;61535587;0;30;1;0;1;2;2;18000;1;0
3027;63088132;0;59;1;0;1;2;0;6800;1;0
3028;62165926;1;33;1;0;1;1;1;100000;1;0
3029;61234801;0;47;1;0;1;1;0;8900;1;0
3030;65227404;1;57;1;0;1;2;0;12000;1;0
3031;66519800;0;42;1;0;0;2;2;20000;2;1
3034;62364336;0;41;1;0;1;2;2;16000;1;0
3035;60099593;0;24;1;0;0;0;0;11000;1;0
3037;63918280;0;60;0;1;1;1;0;22000;1;0
3038;67322067;0;48;1;0;0;0;0;25000;1;0
3039;63892930;0;57;1;0;1;0;0;15000;1;0
3040;75200824;0;38;1;0;1;0;0;5000;2;1
3041;60040982;1;25;1;0;0;0;0;20000;1;0
3042;66769762;0;22;1;0;1;0;0;8000;2;0
3043;62135616;0;28;1;0;1;0;0;17000;1;0
3044;63319881;0;29;1;0;0;0;0;15000;1;0
3045;66521230;0;40;1;0;1;2;2;7000;3;1
3046;67230560;0;45;1;0;0;1;0;25000;1;0
3047;65420531;1;24;1;0;1;0;0;8000;1;1
3048;64456649;0;31;1;0;0;0;0;8000;1;0
3049;63589590;0;52;1;0;1;1;0;13000;1;0
3050;64564641;0;30;1;0;0;1;1;10000;1;0
3051;62387194;0;40;1;0;1;1;1;6000;1;0
3053;66330631;0;40;1;0;1;3;2;7000;2;1
3054;74012647;0;55;0;1;1;0;0;5000;1;1
3055;59937776;0;35;1;0;0;1;1;35000;1;1
3056;67160139;0;32;1;0;0;1;1;18000;3;1
3057;64910489;0;40;1;0;0;2;1;30000;1;0
3058;62027220;0;61;0;1;1;0;0;8000;1;0
3059;67542089;0;25;1;0;1;0;0;16000;1;0
3060;74845307;0;41;1;0;1;1;1;35000;1;0
3061;61115961;0;50;1;0;1;1;0;9000;1;0
3062;74177319;0;62;0;1;1;0;0;4000;1;1
